gene	SL-LOG1	SL-LOG2	SL-LOG3	SL-LOG4	SL-STAT1	SL-STAT2	SL-STAT3	SL-STAT4	SL-BPK275-1	SL-BPK275-2
LdBPK_300036800	15	39	11	48	46	24	23	40	10	25
LdBPK_300036900	94	276	110	224	420	426	391	455	122	117
LdBPK_300037000	85	342	176	247	464	436	472	496	146	204
LdBPK_300037100	296	1056	426	649	1484	1583	1662	1651	246	346
LdBPK_300037200	125	379	184	318	746	719	867	804	136	174
LdBPK_300037300	71	250	94	165	325	252	213	292	78	73
LdBPK_300037400	131	503	208	302	715	780	880	948	173	218
LdBPK_300037500	411	1137	421	821	898	597	828	920	255	267
LdBPK_300037600	74	297	190	222	471	526	538	648	188	200
LdBPK_300037700	90	259	111	249	479	402	436	510	119	108
LdBPK_300037800	13	19	6	12	32	23	25	19	5	5
LdBPK_300037900	337	1053	498	677	604	472	541	584	289	226
LdBPK_300038000	654	2314	1108	1785	1955	1687	1586	2120	556	583
LdBPK_300038100	124	332	167	309	527	498	644	578	131	105
LdBPK_300038200	255	832	410	523	1225	1295	1353	1462	366	479
LdBPK_300038300	947	3673	1663	2421	1963	1868	1834	2322	1236	1350
LdBPK_300038400	751	2534	1107	1703	2283	1713	1924	2160	503	565
LdBPK_300038500	853	3070	1527	2010	3947	3251	3208	4363	586	881
LdBPK_300038600	139	398	131	303	559	322	403	442	97	93
LdBPK_300038700	71	188	102	134	267	247	254	266	87	69
LdBPK_300038800	121	235	115	199	358	211	234	277	81	86
LdBPK_300038900	52	133	44	146	218	172	160	192	47	44
LdBPK_300039000	1853	6183	2796	3791	3577	3186	3751	4145	929	1022
LdBPK_300039100	66	159	65	138	216	183	171	137	38	25
LdBPK_300039200	8	18	5	10	31	17	17	28	2	9
LdBPK_300039300	4	29	7	13	28	15	22	27	47	31
LdBPK_300039400	22	64	13	48	85	52	75	65	27	34
LdBPK_300039500	8	19	3	10	26	18	15	18	3	4
LdBPK_300039600	31	119	57	70	110	101	122	117	19	22
LdBPK_300039700	1	7	3	8	10	8	10	7	1	6
LdBPK_300039800	365	1051	460	623	1093	1035	1027	1233	244	387
LdBPK_300039900	42	83	32	73	120	65	86	90	28	41
LdBPK_300040000	135	413	187	282	639	567	574	664	133	138
LdBPK_300040100	196	634	307	426	1019	932	744	934	241	287
LdBPK_300040200	384	1300	502	791	1449	1321	1410	1577	626	789
LdBPK_300040300	270	700	260	488	612	433	441	480	163	204
LdBPK_300040400	94	315	147	252	573	490	571	611	177	160
LdBPK_300040500	107	327	157	172	365	304	274	298	78	81
LdBPK_300040600	209	518	182	384	662	363	419	525	1	2
LdBPK_300040700	66	213	94	133	241	246	247	270	177	211
LdBPK_300040800	76	280	116	152	442	376	283	370	95	87
LdBPK_300040900	1085	3964	2019	2862	6561	8422	8442	7763	1711	2123
LdBPK_300041000	614	2176	1187	1619	2059	2199	2370	2664	665	779
LdBPK_300041100	432	1396	643	792	1495	1494	1724	2170	311	412
LdBPK_300041200	281	872	403	657	919	922	921	1001	235	286
LdBPK_300041300	104	308	129	204	614	582	600	731	176	239
LdBPK_300041400	94	309	172	194	892	895	767	1029	156	156
LdBPK_300041500	374	1230	548	1035	1366	953	942	1194	558	609
LdBPK_300041600	67	182	59	118	186	156	151	176	58	72
LdBPK_300041700	196	654	424	592	1537	1914	1881	1996	581	540
LdBPK_300041800	78	277	116	215	325	268	296	345	146	165
LdBPK_300041900	5	30	11	18	125	76	73	73	23	19
LdBPK_300042000	13	38	13	26	41	39	44	43	17	28
LdBPK_300042100	365	1359	517	880	1204	1010	1161	1131	393	537
LdBPK_300042200	1	9	3	10	8	12	10	17	3	4
LdBPK_300042300	4	10	7	8	12	3	10	17	0	0
LdBPK_300042400	0	0	0	0	0	0	0	0	0	0
LdBPK_300042500	0	0	0	0	0	0	0	0	0	0
LdBPK_300042600	0	0	0	0	0	0	0	0	0	0
LdBPK_300042700	0	0	0	0	0	0	0	0	0	0
LdBPK_300042800	34	68	33	65	115	96	85	111	32	17
LdBPK_300042900	268	786	329	537	624	425	596	580	138	109
LdBPK_300043000	154	468	188	273	604	606	668	725	123	161
LdBPK_300043100	434	1603	692	1023	1415	1269	1200	1604	477	584
LdBPK_300043200	277	1030	456	786	816	782	778	864	248	214
LdBPK_300043300	915	2132	694	1911	2629	1463	2252	2056	302	368
LdBPK_300043400	251	879	339	577	514	364	446	527	205	173
LdBPK_300043500	16	42	20	31	60	46	57	52	49	54
LdBPK_300043600	132	380	159	265	517	375	349	449	230	153
LdBPK_300043700	111	395	133	213	495	502	619	573	139	157
LdBPK_300043800	152	506	240	374	697	528	552	673	127	120
LdBPK_300043900	115	281	101	210	358	267	369	284	1	7
LdBPK_300044000	301	892	397	585	871	812	932	985	168	173
LdBPK_300044100	2	6	6	5	13	5	6	6	1	9
LdBPK_300044200	91	245	98	191	208	134	131	183	60	40
LdBPK_300044300	296	1073	483	849	1727	1593	1713	1930	351	519
LdBPK_300044400	48	159	70	146	378	292	339	347	62	86
LdBPK_300044500	287	714	293	585	707	521	520	578	218	230
LdBPK_300044600	9	29	6	33	46	26	34	29	2	0
LdBPK_300044700	35	56	22	48	104	57	55	72	61	105
LdBPK_300044800	30	61	30	63	113	85	119	107	163	141
LdBPK_310005000	43	100	36	77	188	190	154	116	17	15
LdBPK_310005100	132	469	220	298	441	472	422	475	437	580
LdBPK_310005200	84	267	115	216	384	357	418	398	91	86
LdBPK_310005300	344	1175	572	764	1047	882	856	1133	352	459
LdBPK_310005400	95	226	100	220	283	162	225	211	114	162
LdBPK_310005500	55	174	88	78	280	287	263	304	106	148
LdBPK_310005600	120	387	179	251	407	368	361	432	143	193
LdBPK_310005700	172	431	144	343	370	190	173	222	194	193
LdBPK_310005800	127	396	165	233	467	325	382	440	66	56
LdBPK_310005900	31	72	18	40	93	47	67	79	44	55
LdBPK_310006000	9	29	20	20	43	32	20	30	14	26
LdBPK_310006100	55	135	54	81	155	102	116	117	62	66
LdBPK_310006200	97	234	85	151	505	355	417	468	85	57
LdBPK_310006300	155	448	219	338	595	592	501	640	186	123
LdBPK_310006400	83	292	124	151	197	130	165	224	155	157
LdBPK_310006500	91	239	123	147	289	274	205	237	114	121
LdBPK_310006600	98	258	131	221	350	270	259	338	149	208
LdBPK_310006700	2	12	2	10	20	7	5	9	7	8
LdBPK_310006800	132	387	195	276	605	623	628	706	189	182
LdBPK_310006900	15	52	15	39	60	39	49	49	20	10
LdBPK_310007000	19	55	23	43	88	69	53	63	36	34
LdBPK_310007100	427	1512	638	1056	2680	3227	3794	3490	602	752
LdBPK_310007200	34	104	58	81	235	215	246	224	44	49
LdBPK_310007300	75	174	95	127	227	238	269	279	76	55
LdBPK_310007400	59	140	49	104	181	142	176	179	69	89
LdBPK_310007500	12	32	10	11	37	21	30	22	8	7
LdBPK_310007600	36	108	40	74	101	64	91	104	31	18
LdBPK_310007700	601	2082	956	1494	2714	2314	2453	2886	1020	1175
LdBPK_310007800	22	69	25	38	214	185	213	230	58	39
LdBPK_310008000	63	218	83	188	326	220	281	293	122	111
LdBPK_310008100	274	784	359	544	722	626	606	724	239	293
LdBPK_310008200	87	231	117	160	281	304	331	336	73	93
LdBPK_310008300	291	864	418	610	1416	1459	1393	1651	533	577
LdBPK_310008400	67	262	99	170	291	258	293	269	89	77
LdBPK_310008500	582	1879	1008	1259	2970	2416	1978	2700	679	683
LdBPK_310008600	162	535	265	342	1068	976	915	1146	286	266
LdBPK_310008700	885	3264	1621	2205	2479	2381	2676	2753	619	624
LdBPK_310008800	1328	3942	2063	3111	5147	4263	4215	5766	1660	1737
LdBPK_310008900	96	318	155	237	570	595	703	852	213	275
LdBPK_310009000	93	271	114	211	382	358	292	345	111	79
LdBPK_310009100	65	207	107	206	440	393	482	481	122	126
LdBPK_310009200	448	1408	732	1114	1874	1337	982	1536	298	311
LdBPK_310009300	157	510	300	344	911	964	835	1092	156	226
LdBPK_310009400	93	281	132	180	244	255	204	275	48	67
LdBPK_310009500	447	1676	612	893	1064	960	909	961	175	273
LdBPK_310009600	514	1768	767	1306	1015	648	634	831	275	294
LdBPK_310009700	0	0	0	0	3	0	0	0	0	3
LdBPK_310009800	0	0	0	0	2	0	1	1	0	0
LdBPK_310009900	0	0	0	0	0	0	0	0	0	0
LdBPK_310010000	0	0	0	0	0	0	0	0	0	0
LdBPK_310010100	4	3	1	4	8	21	21	21	8	6
LdBPK_310010200	11	26	11	13	62	43	52	53	50	61
LdBPK_310010300	0	0	0	0	0	0	0	0	0	0
LdBPK_310010400	0	0	0	0	0	0	0	0	0	0
LdBPK_310010500	1	0	0	0	0	0	1	0	0	0
LdBPK_310010600	15	31	7	31	67	38	34	57	78	45
LdBPK_310010700	88	301	161	221	375	349	419	430	196	270
LdBPK_310010800	28	86	49	47	353	359	383	374	158	197
LdBPK_310010900	90	323	167	265	552	479	469	554	285	199
LdBPK_310011000	28	74	36	64	98	79	77	63	18	13
LdBPK_310011100	33	62	28	43	175	142	146	178	39	54
LdBPK_310011200	414	1321	684	987	2632	2557	2280	2726	529	577
LdBPK_310011300	108	224	139	264	429	406	320	375	152	126
LdBPK_310011400	59	171	105	134	324	372	422	397	78	98
LdBPK_310011500	319	860	447	636	1025	1158	1178	1316	233	329
LdBPK_310011600	261	769	360	649	1042	871	794	990	332	371
LdBPK_310011700	27	86	42	83	79	80	64	87	35	33
LdBPK_310011800	452	1640	766	1139	2323	2446	2954	3179	326	350
LdBPK_310011900	131	393	200	250	675	705	900	887	143	187
LdBPK_310012200	382	1145	625	863	2330	2333	2508	2768	1641	1828
LdBPK_310012300	1093	3757	2086	2725	3222	2726	2846	3390	1136	1187
LdBPK_310012400	570	1911	799	1096	2120	1970	2145	2527	509	605
LdBPK_310012500	75	241	126	163	414	367	469	541	101	102
LdBPK_310012600	41	81	25	63	133	108	132	139	47	54
LdBPK_310012700	16	25	15	16	40	22	23	18	4	34
LdBPK_310012800	14	46	13	32	84	54	57	63	28	18
LdBPK_310012900	58	204	96	144	234	168	157	182	69	87
LdBPK_310013000	112	383	155	250	444	410	479	517	122	130
LdBPK_310013100	182	502	293	324	966	886	1004	1131	294	352
LdBPK_310013200	78	248	111	179	482	523	489	541	133	232
LdBPK_310013300	252	934	422	678	827	628	563	886	195	271
LdBPK_310013400	115	365	159	244	379	391	414	432	84	116
LdBPK_310013500	501	1694	811	1341	2962	2949	3210	3347	997	1100
LdBPK_310013600	395	1256	573	1019	3023	2459	2702	3181	430	338
LdBPK_310013700	168	518	233	372	2087	1868	1603	1974	164	153
LdBPK_310013800	581	1958	846	1319	1363	1563	1472	1645	271	337
LdBPK_310013900	194	529	206	329	532	395	454	490	229	178
LdBPK_310014000	27	61	28	30	104	117	107	153	124	166
LdBPK_310014100	520	1542	749	1213	2221	1885	1960	2280	928	1120
LdBPK_310014200	19	69	19	54	56	77	90	74	38	40
LdBPK_310014400	56	237	86	106	385	341	489	477	39	36
LdBPK_310014500	248	816	366	558	936	868	972	1005	274	307
LdBPK_310014600	150	500	217	311	1002	833	921	1087	295	317
LdBPK_310014700	246	845	354	563	459	380	355	431	199	255
LdBPK_310014800	296	880	407	575	1282	1024	1469	1499	440	579
LdBPK_310014900	66	268	101	190	273	455	405	304	51	57
LdBPK_310015000	111	320	190	275	201	236	267	266	67	68
LdBPK_310015100	379	1120	575	904	2154	1945	2268	2365	589	565
LdBPK_310015200	83	328	100	218	338	384	263	295	291	273
LdBPK_310015300	29	111	56	68	130	88	113	129	23	26
LdBPK_310015400	570	1861	870	1248	2263	1913	2110	2479	628	711
LdBPK_310015500	624	2089	1008	1170	2222	1619	1973	2481	420	694
LdBPK_310015600	523	1793	827	1216	3229	3334	3450	3866	1247	1437
LdBPK_310015700	1433	4160	1882	3121	8466	8086	8592	8294	2906	2427
LdBPK_310015800	26	79	33	85	144	109	183	166	14	16
LdBPK_310015900	1	1	1	0	0	1	0	0	0	0
LdBPK_310016000	0	1	0	0	2	0	3	0	0	0
LdBPK_310016100	0	0	0	0	0	0	0	0	0	1
LdBPK_310016200	0	0	0	0	0	0	0	0	0	0
LdBPK_310016300	0	0	0	0	0	0	0	0	0	0
LdBPK_310016400	0	0	0	0	0	0	0	0	0	0
LdBPK_310016500	0	0	0	0	0	0	0	0	0	0
LdBPK_310016600	0	0	0	0	0	0	0	0	0	0
LdBPK_310016700	0	0	0	0	0	0	0	0	0	0
LdBPK_310016800	0	0	0	0	0	0	0	0	0	0
LdBPK_310016900	317	1065	550	812	1517	1601	1745	2013	863	976
LdBPK_310017000	2315	8410	3854	5867	7410	6468	6853	7918	1844	2024
LdBPK_310017100	24	59	37	56	105	76	134	111	22	18
LdBPK_310017200	179	537	233	345	487	453	402	460	167	160
LdBPK_310017300	35	85	39	73	99	49	57	96	20	46
LdBPK_310017400	106	269	129	231	335	282	266	253	66	79
LdBPK_310017500	50	158	64	131	314	218	281	267	77	90
LdBPK_310017600	104	317	132	210	519	416	506	590	96	107
LdBPK_310017700	492	1890	943	1246	2679	2679	2984	3344	720	968
LdBPK_310017800	206	800	341	537	1181	1238	1449	1409	455	532
LdBPK_310017900	256	763	335	636	780	494	516	619	188	174
LdBPK_310018000	20	44	20	31	88	68	70	61	21	30
LdBPK_310018100	189	577	221	391	488	398	373	391	114	93
LdBPK_310018200	37	122	36	68	179	129	139	161	57	62
LdBPK_310018300	135	520	285	319	1186	1164	1404	1474	181	251
LdBPK_310018400	0	0	1	1	4	1	1	2	1	3
LdBPK_310018500	4	23	9	30	48	30	35	37	17	12
LdBPK_310018600	303	932	420	643	944	813	1006	1161	171	188
LdBPK_310018700	164	515	214	423	569	551	408	514	200	177
LdBPK_310018800	563	1881	912	1230	1639	1374	1497	1749	424	568
LdBPK_310018900	146	512	178	336	686	685	587	773	243	217
LdBPK_310019000	41	138	68	85	242	291	317	294	62	68
LdBPK_310019100	189	493	288	420	2313	2350	1928	2463	370	411
LdBPK_310019200	305	1069	569	820	2565	2700	2612	3038	1397	1421
LdBPK_310019300	1404	4956	2260	3352	8204	7751	8040	8522	2347	2388
LdBPK_310019400	97	269	132	199	324	272	339	324	98	99
LdBPK_310019500	76	238	93	160	538	442	439	513	144	168
LdBPK_310019600	24	59	24	40	70	50	54	68	50	36
LdBPK_310019700	486	1527	777	1060	1836	1745	2006	2297	644	793
LdBPK_310019800	1056	3218	1412	2143	1049	794	743	985	680	601
LdBPK_310019900	182	534	248	423	685	647	702	696	173	134
LdBPK_310020200	312	843	411	591	2557	2111	2192	2607	598	750
LdBPK_310020300	41	135	48	95	251	211	265	306	74	69
LdBPK_310020400	126	395	217	270	1229	1110	1200	1308	206	234
LdBPK_310020500	375	1200	623	1098	2093	2042	2062	2330	692	754
LdBPK_310020600	87	222	109	177	337	311	355	377	169	205
LdBPK_310020700	149	543	247	348	1219	1163	1228	1354	422	461
LdBPK_310020800	372	1296	621	996	2041	1958	2134	2366	698	849
LdBPK_310020900	115	328	185	263	749	583	651	723	294	308
LdBPK_310021000	207	667	332	419	1393	1475	1578	1537	399	526
LdBPK_310021100	212	739	388	557	1796	1917	2072	2127	411	566
LdBPK_310021200	36	150	75	108	303	334	346	344	56	47
LdBPK_310021300	189	734	425	556	1242	1329	1420	1391	209	329
LdBPK_310021400	11	25	9	24	48	50	47	36	16	6
LdBPK_310021500	56	139	81	109	285	220	234	264	40	97
LdBPK_310021600	97	191	83	180	342	215	180	252	99	62
LdBPK_310021700	225	621	323	502	947	885	859	929	319	312
LdBPK_310021800	303	1077	492	695	2565	2166	2647	3167	626	719
LdBPK_310021900	578	2053	979	1313	5213	4492	5210	6253	630	878
LdBPK_310022000	226	820	425	595	1516	1204	1457	1586	325	544
LdBPK_310022100	234	870	498	691	1143	1152	1074	1242	290	331
LdBPK_310022200	182	492	264	334	596	477	561	543	317	399
LdBPK_310022300	1	1	0	1	4	1	3	1	0	0
LdBPK_310022400	18	74	35	49	145	209	268	146	79	86
LdBPK_310022500	479	1722	897	1127	3057	2719	2904	3410	877	1251
LdBPK_310022600	82	267	98	162	279	407	425	416	73	91
LdBPK_310022700	364	1311	595	837	2227	2079	2311	2295	672	817
LdBPK_310022800	297	1044	590	762	3908	4898	4400	5096	298	300
LdBPK_310022900	274	911	418	635	1097	1194	1252	1340	394	489
LdBPK_310023000	104	324	158	263	540	532	494	605	104	138
LdBPK_310023100	185	519	255	376	862	819	880	989	206	303
LdBPK_310023200	63	110	43	86	246	153	166	157	31	59
LdBPK_310023300	308	980	475	615	1351	1652	1729	1710	527	730
LdBPK_310023400	393	1531	779	997	1815	1993	2163	2092	525	839
LdBPK_310023500	198	728	368	488	1554	1653	1674	1854	402	473
LdBPK_310023600	773	2369	1291	1872	4687	4698	4051	4777	1024	1424
LdBPK_310023700	12	25	10	8	29	21	23	21	6	22
LdBPK_310023800	149	377	173	308	638	663	816	821	310	323
LdBPK_310023900	1378	4087	1962	3108	5057	4576	3709	4531	908	756
LdBPK_310024000	83	187	77	160	297	201	185	212	96	105
LdBPK_310024100	27	73	23	46	137	127	142	130	18	22
LdBPK_310024200	32	91	40	59	263	178	216	328	76	90
LdBPK_310024300	3	7	1	7	13	7	12	18	21	19
LdBPK_310024400	7	11	3	6	12	8	6	10	10	2
LdBPK_310024500	0	0	1	0	0	0	0	0	0	0
LdBPK_310024600	0	1	0	0	0	0	0	0	0	0
LdBPK_310024700	43	117	47	106	155	134	168	162	45	56
LdBPK_310024800	93	325	120	212	392	374	357	393	164	205
LdBPK_310024900	121	396	180	258	351	432	502	522	135	127
LdBPK_310025000	584	1950	886	1249	1781	1760	1718	2021	304	331
LdBPK_310025100	427	1683	848	1206	1877	1658	1597	1912	279	242
LdBPK_310025200	21	93	25	58	165	160	167	164	47	70
LdBPK_310025300	180	547	231	362	763	694	655	812	282	303
LdBPK_310025400	164	595	303	388	1167	1104	1270	1288	407	468
LdBPK_310025500	264	833	351	548	1501	1306	1559	1841	530	570
LdBPK_310025600	315	992	393	687	2094	1784	2103	2432	483	666
LdBPK_310025700	234	663	304	543	935	886	1012	1058	276	246
LdBPK_310025800	324	1078	576	823	1869	1856	1817	2221	427	467
LdBPK_310025900	94	380	170	226	536	457	534	597	142	143
LdBPK_310026000	426	1311	716	1027	2293	1841	1938	2418	569	695
LdBPK_310026100	810	2659	1244	1677	2997	2693	3091	3231	911	1248
LdBPK_310026200	872	2934	1447	1915	2860	2715	2892	3314	540	585
LdBPK_310026300	22	28	14	16	64	35	61	50	6	5
LdBPK_310026400	513	1861	875	1245	1540	1552	1502	1836	227	394
LdBPK_310026500	110	450	222	332	405	405	461	462	208	325
LdBPK_310026600	41	102	56	86	167	134	159	178	4	8
LdBPK_310026700	16	56	25	36	128	86	119	117	1	0
LdBPK_310026800	4	5	1	5	3	6	11	12	0	6
LdBPK_310026900	244	1021	421	680	816	849	986	1073	84	116
LdBPK_310027000	148	480	275	462	652	710	659	697	166	170
LdBPK_310027100	405	1161	715	946	2670	2254	2603	2986	606	1016
LdBPK_310027200	2	28	10	17	40	28	37	48	33	31
LdBPK_310027300	996	3291	1552	2496	4854	5212	5370	5747	1677	1860
LdBPK_310027400	21	63	38	63	158	120	189	162	215	238
LdBPK_310027500	343	1110	509	875	1364	1418	1416	1480	420	528
LdBPK_310027600	206	669	307	416	1845	1950	2123	2285	594	573
LdBPK_310027700	540	1749	824	1267	2279	2129	2205	2464	461	498
LdBPK_310027800	0	8	2	4	4	3	4	8	0	1
LdBPK_310027900	126	426	193	289	559	553	594	667	103	137
LdBPK_310028000	60	192	97	166	190	133	156	181	78	37
LdBPK_310028100	44	138	46	100	216	150	137	171	11	19
LdBPK_310028200	231	599	265	346	1183	1106	1099	1301	198	310
LdBPK_310028300	254	688	368	549	1235	1158	1165	1505	578	592
LdBPK_310028400	33	83	33	83	161	121	111	126	42	41
LdBPK_310028500	991	3646	1783	2158	3819	3562	3791	4530	785	1062
LdBPK_310028600	317	982	446	641	1458	1371	1616	1747	656	678
LdBPK_310028700	97	363	117	268	382	297	315	363	324	325
LdBPK_310028800	323	985	396	667	1583	1659	2054	1952	743	748
LdBPK_310028900	54	185	96	133	150	151	203	184	64	53
LdBPK_310029000	190	582	315	486	1266	1480	1552	1667	391	453
LdBPK_310029100	221	704	338	441	1111	1147	1173	1244	539	635
LdBPK_310029200	436	1417	686	873	3284	3367	3197	3803	428	529
LdBPK_310029300	180	780	350	577	2359	2237	2315	2763	637	749
LdBPK_310029400	113	385	128	275	167	126	148	190	91	58
LdBPK_310029500	51	147	50	87	220	156	157	219	30	23
LdBPK_310029600	397	1384	642	828	2372	2275	2561	3055	672	736
LdBPK_310029700	60	149	48	100	188	210	237	211	51	85
LdBPK_310029800	203	620	333	468	811	749	544	664	249	223
LdBPK_310029900	123	347	165	236	683	616	665	734	100	122
LdBPK_310030000	716	2364	1150	1570	2368	2272	2515	2783	674	795
LdBPK_310030100	20	58	23	36	129	113	119	139	30	34
LdBPK_310030200	0	0	0	0	0	0	0	1	0	0
LdBPK_310030300	135	533	278	401	2489	2350	2363	2893	207	319
LdBPK_310030400	168	537	297	352	1173	1136	1279	1427	251	342
LdBPK_310030500	267	807	412	579	3185	2772	2558	3359	361	481
LdBPK_310030600	90	408	209	256	885	961	995	1051	228	247
LdBPK_310030700	56	140	65	95	241	260	300	350	39	79
LdBPK_310030800	92	261	168	176	693	752	818	973	135	125
LdBPK_310030900	390	1209	439	810	663	545	639	664	139	144
LdBPK_310031000	138	436	211	312	1047	1020	1199	1222	100	164
LdBPK_310031100	251	793	384	542	1492	1421	1690	1966	428	528
LdBPK_310031200	116	411	225	257	610	617	564	676	223	257
LdBPK_310031300	520	1709	846	1292	3189	3135	3288	3721	1078	1342
LdBPK_310031400	106	385	197	245	565	600	670	781	116	137
LdBPK_310031500	51	144	62	104	299	244	252	295	83	100
LdBPK_310031600	425	1402	669	870	1857	1620	1751	2041	471	697
LdBPK_310031700	498	1708	761	1108	3972	3759	4369	4673	1042	1172
LdBPK_310031800	182	590	291	350	1301	1243	1082	1270	179	159
LdBPK_310031900	146	317	126	308	432	205	343	346	58	41
LdBPK_310032000	23	72	30	45	127	77	126	115	21	24
LdBPK_310032100	31	133	46	86	223	158	155	212	58	54
LdBPK_310032200	671	2363	1093	1660	3349	3069	3415	3903	459	571
LdBPK_310032300	765	2757	1067	1592	1816	1707	1663	1980	358	400
LdBPK_310032400	260	931	529	622	701	675	716	724	183	197
LdBPK_310032500	1210	3933	1903	2642	414	409	363	363	212	206
LdBPK_310032600	44	141	59	84	183	199	185	198	55	67
LdBPK_310032700	336	1023	450	635	1495	1225	1537	1607	468	552
LdBPK_310032800	862	2869	1399	2009	4243	4212	4278	4929	1306	1362
LdBPK_310032900	36	109	35	54	152	150	128	143	60	65
LdBPK_310033000	88	211	78	156	314	228	306	279	82	95
LdBPK_310033100	63	172	68	135	339	212	267	264	49	46
LdBPK_310033200	200	621	316	496	1554	1317	1179	1318	285	281
LdBPK_310033300	628	2014	826	1343	3070	2594	3017	3585	660	914
LdBPK_310033400	227	956	407	629	1403	1476	1649	1707	358	485
LdBPK_310033500	406	1287	640	941	1232	1197	1285	1283	370	499
LdBPK_310033600	172	457	229	404	847	834	789	870	378	410
LdBPK_310033700	284	934	411	605	1792	1685	1889	1861	721	829
LdBPK_310033800	298	958	469	708	6969	6738	6818	7933	759	891
LdBPK_310033900	42	99	41	67	195	151	139	173	141	143
LdBPK_310034000	158	409	204	303	1564	1277	1542	1697	412	438
LdBPK_310034100	4	18	7	12	27	34	38	31	11	21
LdBPK_310034200	127	403	213	277	723	810	754	892	153	151
LdBPK_310034300	161	454	198	315	520	472	436	522	262	313
LdBPK_310034400	30	88	23	59	124	73	62	104	37	30
LdBPK_310034500	8	11	16	13	79	54	58	71	15	18
LdBPK_310034600	204	559	227	404	1993	1661	2222	2579	129	179
LdBPK_310034700	92	265	141	194	435	401	392	415	76	54
LdBPK_310034800	268	738	345	423	1105	986	1215	1320	363	481
LdBPK_310034900	499	1590	784	1173	2504	2407	2907	3079	630	809
LdBPK_310035000	355	1174	549	791	1599	1224	1839	2027	627	724
LdBPK_310035100	47	140	47	99	80	49	36	48	16	24
LdBPK_310035200	137	407	178	308	581	500	408	543	139	82
LdBPK_310035300	163	393	111	214	98	36	159	63	56	82
LdBPK_310035400	103	325	153	234	308	225	235	314	75	108
LdBPK_310035500	166	386	168	260	627	506	541	654	258	300
LdBPK_310035600	15	55	25	54	133	142	123	145	18	18
LdBPK_310035700	292	895	364	632	1157	1181	1224	1256	496	511
LdBPK_310035800	218	587	300	455	1021	952	940	1097	389	420
LdBPK_310035900	90	345	143	232	649	616	558	653	200	214
LdBPK_310036000	141	577	219	313	445	456	362	434	128	111
LdBPK_310036200	0	0	0	0	0	0	0	0	3	1
LdBPK_310036300	152	507	262	306	683	692	786	863	142	132
LdBPK_310036400	41	142	54	93	176	159	157	174	46	80
LdBPK_310036500	198	593	216	408	821	544	645	734	262	238
LdBPK_310036600	8	20	10	21	30	18	16	10	58	48
LdBPK_310036700	294	1070	451	723	1497	1127	1107	1468	348	494
LdBPK_310037000	14	39	14	24	79	65	89	83	37	38
LdBPK_310037100	295	948	436	577	1050	1059	958	1183	278	252
LdBPK_310037200	28	47	24	37	89	34	78	64	22	21
LdBPK_310037300	340	1156	493	680	912	747	814	909	198	259
LdBPK_310037400	493	1528	676	998	1297	1245	1409	1490	368	436
LdBPK_310037500	726	2450	1051	1488	3946	3632	3905	4683	1447	1898
LdBPK_310037600	11	23	11	16	55	38	32	48	19	15
LdBPK_310037700	938	3291	1465	2348	3373	2778	2740	3346	1094	1216
LdBPK_310037800	4391	15446	7054	9404	11970	11004	11943	14580	2687	3397
