gene	SL-LOG1	SL-LOG2	SL-LOG3	SL-LOG4	SL-STAT1	SL-STAT2	SL-STAT3	SL-STAT4	SL-BPK275-1	SL-BPK275-2
LdBPK_290022800	2	2	1	0	0	3	1	2	14	31
LdBPK_290022900	109	287	128	241	331	181	181	256	90	125
LdBPK_290023000	170	506	205	323	811	743	794	893	242	240
LdBPK_290023100	103	311	144	210	503	412	409	448	157	169
LdBPK_290023200	115	411	206	257	599	577	668	791	158	158
LdBPK_290023300	272	704	334	531	1836	1479	1831	2153	457	573
LdBPK_290023400	298	983	443	667	1371	1784	1697	1762	459	468
LdBPK_290023500	459	1573	725	1083	2223	2277	2380	2841	422	515
LdBPK_290023600	209	672	324	412	877	807	881	982	189	243
LdBPK_290023700	92	348	215	250	556	435	435	576	96	102
LdBPK_290023800	11	41	11	26	56	34	28	26	158	169
LdBPK_290023900	2880	10566	3846	6625	2209	1558	1320	1537	811	924
LdBPK_290024000	10045	36663	14244	20752	6926	5344	5198	5965	1286	1302
LdBPK_290024100	2116	5977	2715	4360	3951	2918	2563	3233	1292	1471
LdBPK_290024200	0	0	0	0	0	0	0	0	0	0
LdBPK_290024300	0	0	0	0	0	0	0	0	0	0
LdBPK_290024400	0	7	2	3	8	3	8	6	0	0
LdBPK_290024500	0	0	0	0	0	1	0	0	0	0
LdBPK_290024600	0	1	0	2	3	3	6	3	0	0
LdBPK_290024700	1341	4865	2056	3115	5644	3564	4175	5150	216	190
LdBPK_290024800	16	32	13	15	27	31	44	30	7	12
LdBPK_290024900	75	184	99	130	234	270	310	346	730	957
LdBPK_290025000	356	1149	451	751	1459	1263	1237	1486	174	202
LdBPK_290025100	46	181	68	129	219	247	270	241	45	55
LdBPK_290025200	84	199	110	147	205	222	310	278	38	71
LdBPK_290025300	123	431	186	222	560	555	430	555	93	96
LdBPK_290025600	11	50	16	27	55	52	36	32	17	18
LdBPK_290025700	2	3	1	0	9	1	3	4	2	0
LdBPK_290025800	44	170	69	119	166	112	147	125	39	41
LdBPK_290025900	75	203	71	144	240	152	161	182	49	47
LdBPK_290026000	54	140	47	85	228	247	215	247	66	105
LdBPK_290026100	19	52	33	30	198	160	155	193	94	81
LdBPK_290026200	83	243	122	188	398	460	456	415	142	205
LdBPK_290026300	41	96	42	73	132	121	184	177	45	37
LdBPK_290026400	23	89	37	72	162	162	175	173	29	25
LdBPK_290026500	68	202	77	110	242	215	212	262	71	88
LdBPK_290026600	137	336	143	239	783	657	713	704	77	63
LdBPK_290026700	97	400	143	248	589	589	549	609	121	137
LdBPK_290026800	169	491	254	380	930	658	712	835	261	184
LdBPK_290026900	6	13	11	13	16	8	12	16	11	5
LdBPK_290027000	190	509	261	383	550	525	563	718	198	201
LdBPK_290027100	24	52	28	44	135	97	79	87	17	24
LdBPK_290027200	11	34	8	19	63	43	34	43	25	4
LdBPK_290027300	3	13	4	5	18	10	17	17	12	16
LdBPK_290027400	60	173	74	115	244	191	191	264	82	70
LdBPK_290027500	191	686	277	462	1141	940	1119	1419	398	473
LdBPK_290027600	19	50	8	24	73	69	66	76	18	34
LdBPK_290027700	35	111	27	82	276	215	230	235	45	69
LdBPK_290027800	292	886	474	719	2374	2289	2382	2696	443	517
LdBPK_290027900	6	9	4	6	24	23	25	15	2	20
LdBPK_290028000	46	153	89	124	280	347	355	359	36	32
LdBPK_290028100	80	282	136	184	460	348	500	526	101	107
LdBPK_290028200	33	76	32	51	105	122	138	126	46	64
LdBPK_290028300	32	106	46	74	193	128	150	195	57	80
LdBPK_290028400	254	877	402	531	829	746	793	916	282	251
LdBPK_290028500	85	249	117	192	275	286	298	328	83	61
LdBPK_290028600	9	60	17	49	284	202	193	246	33	56
LdBPK_290028700	294	1247	567	780	1339	1303	1249	1416	404	585
LdBPK_290028800	154	494	268	453	1120	1029	1198	1308	250	337
LdBPK_290028900	965	3269	1381	1928	3464	3124	3285	3894	1017	1189
LdBPK_290029000	12	33	13	25	50	35	48	42	7	15
LdBPK_290029100	100	350	172	248	452	433	545	513	167	146
LdBPK_290029200	177	651	261	541	648	536	401	535	238	248
LdBPK_290029300	836	2543	1152	1707	2563	2179	2989	2990	721	923
LdBPK_290029400	18	53	23	48	103	63	56	71	13	20
LdBPK_290029500	28	87	41	60	163	124	181	185	19	37
LdBPK_290029600	200	655	321	459	857	711	802	888	313	251
LdBPK_290029700	487	1711	688	1009	1552	1253	1627	1830	655	745
LdBPK_290029800	103	316	156	213	518	480	475	584	118	140
LdBPK_290029900	45	161	80	119	249	232	296	307	81	85
LdBPK_290030000	286	816	516	572	1499	1490	1516	1696	360	431
LdBPK_290030100	331	1142	486	801	762	718	696	768	195	250
LdBPK_290030200	235	979	433	624	953	788	828	1048	290	286
LdBPK_290030300	28	61	26	40	128	126	143	148	40	39
LdBPK_290030400	385	1331	519	774	1525	1565	1729	1778	757	908
LdBPK_290030500	13	41	15	26	69	45	41	57	5	20
LdBPK_290030600	34	68	24	48	80	64	73	75	26	27
LdBPK_290030700	13	58	24	41	45	26	36	27	2	7
LdBPK_290030800	1	11	7	8	11	15	18	13	1	2
LdBPK_290030900	17	55	22	35	102	60	99	91	31	17
LdBPK_290031000	107	207	93	168	351	329	198	247	72	34
LdBPK_290031100	8	8	3	5	10	5	10	10	102	129
LdBPK_290031200	188	633	264	480	811	771	753	885	225	298
LdBPK_290031300	234	747	334	506	1303	1376	1453	1523	328	396
LdBPK_290031400	40	133	56	121	224	251	240	190	53	36
LdBPK_290031500	19	45	17	36	73	32	50	64	4	19
LdBPK_290031600	286	938	431	586	1138	1020	1159	1374	318	406
LdBPK_290031700	460	1538	890	1247	2774	2788	2863	3364	318	295
LdBPK_290031800	524	1824	788	1323	1383	1158	1216	1469	435	444
LdBPK_290031900	663	1590	622	1391	1548	1080	1293	1533	115	116
LdBPK_290032000	0	0	0	0	0	0	0	0	0	0
LdBPK_290032100	0	0	0	0	0	0	0	0	0	0
LdBPK_290032200	167	462	227	371	561	466	539	599	186	224
LdBPK_290032300	118	376	193	242	570	481	378	523	332	333
LdBPK_290032400	384	1408	670	1119	2142	2037	2213	2501	397	509
LdBPK_290032500	304	886	485	778	1313	1222	1392	1660	142	206
LdBPK_290032600	118	390	165	261	482	623	659	568	123	150
LdBPK_290032700	591	2077	995	1376	2137	1995	2430	2817	713	828
LdBPK_290032800	15	56	33	44	52	36	65	65	19	15
LdBPK_290032900	96	289	131	181	399	294	286	349	76	84
LdBPK_290033000	173	573	272	406	652	622	759	871	86	116
LdBPK_290033100	491	1769	756	1004	3648	3397	4136	4903	516	803
LdBPK_290033200	91	355	164	262	477	442	397	515	100	99
LdBPK_290033300	79	201	70	128	300	149	203	218	74	92
LdBPK_290033400	132	356	226	287	831	881	760	1031	351	362
LdBPK_290033500	16	54	31	44	97	55	60	83	25	17
LdBPK_290033600	34	104	49	63	134	149	77	119	24	20
LdBPK_290033700	150	439	168	332	425	349	386	432	141	147
LdBPK_290033800	35	103	50	67	223	136	219	181	25	17
LdBPK_290033900	133	431	166	244	378	267	319	377	98	138
LdBPK_290034000	22	60	30	34	51	55	33	66	29	26
LdBPK_290034100	152	482	252	346	784	831	912	936	327	363
LdBPK_290034200	40	132	52	65	142	125	116	116	13	8
LdBPK_290034300	138	510	220	312	607	546	723	770	109	169
LdBPK_290034400	13	63	24	35	67	57	72	80	15	8
LdBPK_290034500	144	395	149	244	515	406	409	452	95	105
LdBPK_290034600	260	799	320	512	866	892	752	792	336	400
LdBPK_290034700	32	79	23	47	87	68	77	72	21	20
LdBPK_290034800	60	235	105	160	386	391	521	432	74	73
LdBPK_290034900	5	10	4	12	23	13	25	28	15	11
LdBPK_290035000	90	179	99	163	385	330	307	369	151	160
LdBPK_290035100	211	577	244	330	788	654	609	818	198	212
LdBPK_290035200	38	105	44	68	148	99	139	122	38	43
LdBPK_290035300	33	94	34	60	88	66	76	84	24	42
LdBPK_290035400	100	310	136	280	273	188	203	231	94	82
LdBPK_290035500	22	44	21	45	97	38	57	88	25	7
LdBPK_290035600	17	64	31	38	121	115	119	133	30	36
LdBPK_290035700	8006	30890	13914	17954	8098	8408	8780	8450	4083	5527
LdBPK_290035800	616	3089	1319	1729	1111	1295	1263	1089	479	677
LdBPK_290035900	39	63	31	54	151	170	122	153	32	22
LdBPK_290036000	326	761	273	565	1204	794	950	909	56	79
LdBPK_290036100	65	132	52	110	145	86	98	102	31	36
LdBPK_290036200	155	540	227	410	552	473	462	522	251	249
LdBPK_300005000	1025	3294	1796	2372	30916	29774	30594	37247	1810	2142
LdBPK_300005100	429	1411	585	1086	1259	1025	1088	1320	445	462
LdBPK_300005200	125	454	242	304	598	610	754	675	43	61
LdBPK_300005300	81	319	137	190	234	261	292	337	182	229
LdBPK_300005400	291	908	458	634	1236	1189	1366	1390	556	669
LdBPK_300005500	295	1039	472	791	1338	1184	1434	1360	481	575
LdBPK_300005600	15	44	10	46	79	56	49	47	19	12
LdBPK_300005700	50	155	59	104	188	155	157	143	39	54
LdBPK_300005800	308	1169	507	765	1434	1326	1591	1570	442	498
LdBPK_300005900	591	2138	878	1365	1888	1661	1634	1834	525	481
LdBPK_300006000	205	744	319	366	679	645	759	731	171	218
LdBPK_300006100	50	103	46	76	183	86	116	131	46	21
LdBPK_300006200	266	866	350	525	858	781	873	921	424	507
LdBPK_300006300	183	619	278	520	468	310	284	346	96	95
LdBPK_300006400	44	99	30	71	153	111	140	167	50	60
LdBPK_300006500	323	917	438	637	1148	953	1054	1285	446	365
LdBPK_300006600	146	406	184	299	562	507	565	657	99	106
LdBPK_300006700	28	85	45	77	144	104	147	147	85	69
LdBPK_300006800	31	43	12	35	71	36	48	64	11	15
LdBPK_300006900	123	322	146	238	422	307	403	458	136	108
LdBPK_300007000	141	441	245	323	346	412	353	410	121	168
LdBPK_300007100	80	319	125	197	413	295	279	364	92	102
LdBPK_300007200	75	257	101	136	274	248	182	247	123	168
LdBPK_300007300	133	476	191	250	588	548	668	717	208	221
LdBPK_300007400	38	114	60	74	126	129	140	116	17	24
LdBPK_300007500	35	103	35	77	118	76	87	89	39	41
LdBPK_300007600	219	681	362	562	906	652	730	874	290	309
LdBPK_300007700	89	228	123	160	386	285	327	423	79	135
LdBPK_300007800	84	296	120	219	516	522	501	587	327	262
LdBPK_300007900	94	295	105	227	313	264	294	327	73	108
LdBPK_300008000	703	1918	974	1179	2141	1923	1827	2498	872	997
LdBPK_300008100	65	179	76	123	139	124	101	120	40	35
LdBPK_300008200	141	407	207	285	569	424	422	510	190	209
LdBPK_300008300	27	92	35	99	161	109	96	131	54	63
LdBPK_300008400	39	100	60	80	167	152	162	195	23	11
LdBPK_300008500	0	0	0	0	0	0	0	0	0	0
LdBPK_300008600	13	38	19	30	34	57	63	59	27	41
LdBPK_300008700	417	1366	604	1017	1306	1176	1046	1284	914	893
LdBPK_300008800	82	254	119	195	394	310	408	440	87	89
LdBPK_300008900	19	91	39	71	351	335	266	339	36	51
LdBPK_300009000	738	2399	1071	1603	2827	2459	2841	3222	897	923
LdBPK_300009100	89	331	192	163	345	305	302	356	98	143
LdBPK_300009200	117	362	162	206	637	591	622	636	202	233
LdBPK_300009300	22	54	17	31	59	47	45	69	12	14
LdBPK_300009400	29	87	37	47	97	32	55	59	14	15
LdBPK_300009500	13	34	12	18	51	28	47	44	9	7
LdBPK_300009600	345	1058	496	791	1356	1194	1343	1523	583	450
LdBPK_300009700	10	41	14	19	48	39	49	43	7	8
LdBPK_300009800	161	464	248	363	739	722	793	810	200	220
LdBPK_300009900	417	1406	649	848	898	707	802	974	246	313
LdBPK_300010000	146	382	180	270	566	595	634	645	167	191
LdBPK_300010100	17	63	26	49	110	99	96	91	22	10
LdBPK_300010200	275	791	372	558	1054	1032	977	1123	322	370
LdBPK_300010300	55	232	118	159	205	199	261	312	45	66
LdBPK_300010400	22	50	28	47	103	79	63	114	11	14
LdBPK_300010500	33	80	28	60	203	78	131	133	47	56
LdBPK_300010600	19	50	22	33	118	84	118	98	60	46
LdBPK_300010700	3	16	8	9	12	21	16	20	8	6
LdBPK_300010800	254	850	381	546	1234	1197	1344	1556	370	444
LdBPK_300010900	31	83	46	68	145	73	93	98	23	36
LdBPK_300011000	16	49	24	33	58	57	48	56	17	20
LdBPK_300011100	247	953	451	620	816	752	826	1012	244	386
LdBPK_300011200	138	515	249	354	772	858	913	936	207	283
LdBPK_300011300	125	423	217	349	854	776	825	922	97	110
LdBPK_300011400	227	642	295	410	569	495	473	627	135	176
LdBPK_300011500	10	19	10	12	24	34	32	46	10	10
LdBPK_300011600	58	114	41	91	119	100	122	142	39	41
LdBPK_300011700	20	47	22	31	94	76	61	77	36	25
LdBPK_300011800	55	175	56	147	213	145	185	189	48	40
LdBPK_300011900	59	115	46	61	125	90	78	133	57	65
LdBPK_300012000	569	1244	378	1103	1659	779	919	1027	49	55
LdBPK_300012100	67	178	61	117	436	300	323	387	21	15
LdBPK_300012200	525	1120	365	1041	1262	655	652	764	54	52
LdBPK_300012300	7	27	12	20	42	39	54	62	22	18
LdBPK_300012400	111	236	93	182	349	311	299	305	84	83
LdBPK_300012500	3	7	1	2	6	5	13	11	0	3
LdBPK_300012600	46	104	58	74	135	166	204	208	57	56
LdBPK_300012700	83	206	80	159	203	130	166	194	43	26
LdBPK_300012800	14	39	11	26	46	22	29	39	16	12
LdBPK_300012900	10	25	13	14	40	28	21	32	14	21
LdBPK_300013000	28	98	32	66	161	157	203	163	62	60
LdBPK_300013100	354	1059	389	852	882	703	1112	1131	258	312
LdBPK_300013200	40	132	50	98	118	100	129	133	73	79
LdBPK_300013300	213	570	268	435	934	791	1089	999	406	457
LdBPK_300013400	37	89	36	55	106	55	80	93	131	176
LdBPK_300013500	10	29	10	13	24	16	17	27	7	4
LdBPK_300013600	408	1431	643	799	1913	1893	1884	2156	378	526
LdBPK_300013700	142	428	189	286	552	562	420	596	174	143
LdBPK_300013800	58	161	48	127	247	164	176	195	90	72
LdBPK_300013900	68	173	86	146	318	298	296	326	99	101
LdBPK_300014000	174	603	290	421	818	929	840	1002	331	321
LdBPK_300014100	168	584	292	420	897	1012	1082	1150	261	325
LdBPK_300014200	12	19	14	11	40	19	46	57	24	30
LdBPK_300014300	0	1	0	3	6	4	6	0	0	1
LdBPK_300014400	1	1	2	1	15	1	3	3	64	87
LdBPK_300014500	1660	5549	2338	3461	4695	4177	3476	4470	1515	1493
LdBPK_300014600	1798	6037	2840	3886	1945	1791	1590	1877	555	732
LdBPK_300014700	315	920	390	661	1755	1737	1956	1860	761	859
LdBPK_300014800	560	1581	792	1198	1854	2001	1737	2091	474	611
LdBPK_300014900	79	233	107	191	363	322	373	388	171	187
LdBPK_300015000	29	65	24	46	142	132	79	94	45	28
LdBPK_300015100	28	93	49	76	181	132	74	144	39	48
LdBPK_300015200	93	184	77	178	296	228	247	284	118	102
LdBPK_300015300	56	119	61	98	262	183	230	248	74	91
LdBPK_300015400	84	296	135	194	311	282	293	347	164	177
LdBPK_300015500	220	627	293	533	539	460	477	568	236	277
LdBPK_300015600	69	301	125	163	504	409	438	476	153	114
LdBPK_300015700	64	164	118	182	329	337	281	351	127	116
LdBPK_300015800	25	66	33	56	118	113	159	143	40	61
LdBPK_300015900	263	948	446	683	979	797	918	1115	312	375
LdBPK_300016000	32	94	34	101	141	122	154	178	58	47
LdBPK_300016100	16	57	21	27	84	70	55	59	10	11
LdBPK_300016200	111	260	88	138	224	177	210	225	60	62
LdBPK_300016300	24	56	27	53	70	46	47	43	15	21
LdBPK_300016400	26	72	32	41	80	76	86	131	19	40
LdBPK_300016500	49	185	71	148	213	200	199	210	80	67
LdBPK_300016600	133	498	219	289	1394	1587	1712	1719	203	294
LdBPK_300016700	483	1642	855	1203	3421	3213	3696	3891	748	825
LdBPK_300016800	649	2220	1079	1619	1368	1300	1508	1736	423	499
LdBPK_300016900	121	311	148	286	347	316	340	386	55	34
LdBPK_300017000	492	1589	827	1223	3093	2551	3130	3571	636	811
LdBPK_300017100	31	81	26	81	156	138	129	140	44	30
LdBPK_300017200	39	133	51	109	232	202	206	236	59	61
LdBPK_300017300	10	12	3	11	18	16	12	19	8	17
LdBPK_300017400	14	67	22	40	105	101	126	105	7	5
LdBPK_300017500	155	465	238	334	989	859	852	1165	104	137
LdBPK_300017600	124	422	167	287	462	459	509	600	160	170
LdBPK_300017700	33	80	44	67	143	131	119	126	26	31
LdBPK_300017800	113	295	149	184	352	311	391	418	98	135
LdBPK_300017900	16	60	11	47	53	37	30	28	7	11
LdBPK_300018000	43	99	36	53	115	49	70	72	16	23
LdBPK_300018100	145	448	207	303	550	478	543	709	206	195
LdBPK_300018200	159	475	224	396	689	554	531	652	119	106
LdBPK_300018300	730	2265	1145	1572	1036	1113	1350	1331	337	432
LdBPK_300018400	15	34	12	20	54	51	43	48	14	10
LdBPK_300018500	98	312	149	180	449	483	532	561	149	190
LdBPK_300018600	174	436	221	395	528	389	359	413	127	136
LdBPK_300018700	114	357	199	233	527	481	493	579	249	325
LdBPK_300018800	42	117	61	71	159	124	158	158	16	23
LdBPK_300018900	64	185	100	141	279	256	257	297	88	119
LdBPK_300019000	138	342	201	335	419	414	410	445	96	116
LdBPK_300019100	22	48	12	36	71	43	39	55	14	6
LdBPK_300019200	33	122	48	82	209	162	200	225	73	106
LdBPK_300019300	10	27	18	9	46	42	47	36	15	22
LdBPK_300019400	24	60	34	57	112	85	103	100	20	30
LdBPK_300019500	146	468	221	292	428	361	454	461	130	177
LdBPK_300019600	177	583	204	378	205	140	154	190	109	109
LdBPK_300019700	302	1064	460	775	1136	1047	1122	1186	297	242
LdBPK_300019800	266	927	401	602	942	755	904	1052	151	142
LdBPK_300019900	206	588	309	488	964	961	1120	1239	183	255
LdBPK_300020000	0	0	0	0	0	0	0	0	0	0
LdBPK_300020100	0	1	0	0	1	2	1	2	0	0
LdBPK_300020200	0	0	0	0	0	0	0	0	0	0
LdBPK_300020300	2	14	0	6	13	8	16	26	1	0
LdBPK_300020400	0	0	0	0	0	0	0	0	0	0
LdBPK_300020500	16	39	15	34	110	77	53	66	23	14
LdBPK_300020600	218	721	377	595	938	863	861	1020	254	247
LdBPK_300020700	118	400	199	298	549	506	529	555	165	208
LdBPK_300020900	1	7	4	7	6	8	4	3	0	0
LdBPK_300021000	0	0	0	0	0	0	0	0	0	0
LdBPK_300021100	0	0	0	0	0	0	0	0	0	0
LdBPK_300021200	0	0	0	0	0	0	0	0	0	0
LdBPK_300021300	23	34	15	21	68	70	82	79	7	11
LdBPK_300021400	41	130	70	101	169	160	189	198	58	61
LdBPK_300021500	248	766	351	528	901	878	945	1107	303	319
LdBPK_300021600	22	89	41	75	125	77	110	114	59	62
LdBPK_300021700	69	216	103	174	391	362	447	465	146	157
LdBPK_300021800	102	256	131	192	386	355	293	348	121	136
LdBPK_300021900	212	666	337	434	1307	1181	1392	1365	511	553
LdBPK_300022000	64	224	114	159	448	481	515	662	148	149
LdBPK_300022100	14	46	25	44	112	89	106	119	31	26
LdBPK_300022200	90	274	156	217	372	323	339	388	55	69
LdBPK_300022300	2	10	1	5	4	5	5	5	9	7
LdBPK_300022400	0	0	0	0	0	0	0	0	0	0
LdBPK_300022500	0	0	0	0	0	0	0	0	0	0
LdBPK_300022600	58	225	143	161	223	213	288	274	4	3
LdBPK_300022700	5	28	13	14	13	9	12	23	0	0
LdBPK_300022800	0	0	0	0	0	0	0	0	0	0
LdBPK_300022900	0	0	0	0	0	0	0	0	0	0
LdBPK_300023000	0	0	0	0	0	0	0	0	0	0
LdBPK_300023100	16	50	15	36	86	54	68	71	61	56
LdBPK_300023200	156	454	188	278	506	343	432	488	154	227
LdBPK_300023300	11	37	6	24	63	50	39	60	28	20
LdBPK_300023400	189	667	353	493	779	734	819	924	179	237
LdBPK_300023500	8	23	7	19	47	26	36	35	4	16
LdBPK_300023600	18	52	25	38	98	95	96	113	43	40
LdBPK_300023700	65	207	96	118	507	644	665	768	89	123
LdBPK_300023800	24	84	33	72	209	193	200	204	39	43
LdBPK_300023900	11	6	2	13	19	8	17	17	37	33
LdBPK_300024000	196	634	297	370	493	486	588	632	106	117
LdBPK_300024100	43	162	87	135	186	178	166	186	57	72
LdBPK_300024200	176	783	361	576	1121	1186	1398	1357	182	242
LdBPK_300024300	36	207	70	137	238	232	290	289	41	58
LdBPK_300024400	269	922	439	540	1236	983	1142	1468	189	258
LdBPK_300024500	64	144	43	117	234	133	191	225	43	52
LdBPK_300024600	31	93	46	63	222	169	214	257	111	96
LdBPK_300024700	225	740	375	425	2249	2451	2712	2776	657	964
LdBPK_300024800	60	190	69	145	234	227	203	235	36	57
LdBPK_300024900	5	19	5	10	17	17	15	25	9	4
LdBPK_300025000	3	14	4	8	8	6	11	8	3	3
LdBPK_300025100	7	28	6	18	45	17	19	43	17	8
LdBPK_300025200	91	297	141	173	324	255	281	359	74	56
LdBPK_300025300	80	278	122	156	328	268	255	289	134	151
LdBPK_300025400	174	557	261	356	555	586	630	746	155	235
LdBPK_300025500	1042	3167	1507	2117	2770	2377	2510	3152	591	851
LdBPK_300025600	95	271	136	241	429	416	425	487	140	121
LdBPK_300025700	19	61	20	38	108	69	86	106	22	35
LdBPK_300025800	40	77	43	77	180	152	183	193	53	34
LdBPK_300025900	101	378	165	257	335	387	462	425	60	85
LdBPK_300026000	66	244	71	155	248	177	142	162	84	78
LdBPK_300026100	21	91	29	56	177	204	217	223	54	79
LdBPK_300026200	13	54	24	52	88	80	59	75	12	40
LdBPK_300026300	26	83	20	50	119	66	62	78	32	29
LdBPK_300026400	249	709	341	470	909	924	903	1118	267	332
LdBPK_300026500	0	0	0	0	0	0	0	0	0	0
LdBPK_300026600	0	0	0	1	0	1	0	0	0	0
LdBPK_300026700	211	674	285	428	740	706	697	859	220	217
LdBPK_300026800	304	854	413	685	1027	1057	984	1169	220	239
LdBPK_300026900	122	364	169	297	774	727	758	918	108	100
LdBPK_300027000	69	189	91	160	576	436	480	495	259	259
LdBPK_300027100	172	513	210	345	476	465	347	428	114	78
LdBPK_300027200	96	240	90	207	245	216	184	186	99	68
LdBPK_300027300	77	226	121	213	508	466	436	498	111	88
LdBPK_300027400	81	173	72	154	264	244	223	305	82	80
LdBPK_300027500	24	76	37	37	157	179	197	204	65	106
LdBPK_300027700	69	295	126	200	373	386	430	414	160	164
LdBPK_300027800	187	717	260	511	1242	1243	1455	1499	396	422
LdBPK_300027900	17	57	20	43	46	64	51	76	14	24
LdBPK_300028000	202	579	282	392	560	528	532	586	96	98
LdBPK_300028100	53	125	62	107	277	192	192	267	102	107
LdBPK_300028200	8	11	8	10	29	16	26	20	10	11
LdBPK_300028300	16	63	37	53	136	93	61	84	21	30
LdBPK_300028400	15	54	18	43	121	78	116	94	24	26
LdBPK_300028500	242	900	372	529	1259	1176	1291	1532	322	418
LdBPK_300028600	1379	5122	2145	3489	10960	10889	14436	12814	5012	6291
LdBPK_300028700	4090	13815	7222	10046	28958	22852	33588	30706	16884	18885
LdBPK_300028800	357	1056	529	801	1691	1480	1290	1712	550	603
LdBPK_300028900	68	235	83	156	313	232	312	373	102	81
LdBPK_300029000	188	589	280	433	708	681	694	768	276	281
LdBPK_300029100	168	580	237	343	595	582	718	808	110	165
LdBPK_300029200	214	746	333	448	1104	1157	1419	1489	305	401
LdBPK_300029300	168	429	240	283	688	712	682	815	205	253
LdBPK_300029400	40	118	54	82	134	107	135	118	48	59
LdBPK_300029500	111	417	165	260	448	403	425	463	63	108
LdBPK_300029600	58	143	68	108	211	158	198	214	83	52
LdBPK_300029700	64	177	100	152	317	306	300	360	137	150
LdBPK_300029800	40	119	58	69	166	121	136	156	50	37
LdBPK_300029900	38	91	30	72	121	101	112	136	40	78
LdBPK_300030000	606	1801	922	1418	5252	4304	3833	5212	1215	1230
LdBPK_300030100	115	396	161	228	377	296	282	347	176	209
LdBPK_300030200	203	837	332	575	631	455	603	669	426	483
LdBPK_300030300	81	238	95	127	142	98	98	99	50	49
LdBPK_300030400	135	348	124	239	388	250	274	304	52	79
LdBPK_300030500	42	136	65	123	338	246	297	331	102	107
LdBPK_300030600	57	211	93	135	291	227	276	317	68	52
LdBPK_300030700	288	882	449	512	1117	1138	1118	1383	412	415
LdBPK_300030800	19	37	14	34	69	42	47	54	26	40
LdBPK_300030900	26	55	35	48	82	62	69	91	13	31
LdBPK_300031000	313	1231	500	798	1697	1332	1808	1925	608	793
LdBPK_300031100	205	705	357	515	945	944	1016	1185	313	351
LdBPK_300031200	5	8	3	5	16	4	9	14	2	10
LdBPK_300031400	201	617	301	556	662	474	486	629	159	167
LdBPK_300031500	139	347	173	286	292	127	143	218	94	95
LdBPK_300031600	0	0	0	0	0	0	0	0	0	1
LdBPK_300031700	231	944	393	579	939	905	969	1315	520	636
LdBPK_300031800	33	104	44	58	117	74	83	99	34	25
LdBPK_300031900	20	67	23	55	84	70	81	85	12	9
LdBPK_300032000	32	117	43	98	206	230	221	187	43	30
LdBPK_300032100	507	1632	827	1209	1957	1455	1615	1933	449	473
LdBPK_300032200	177	646	250	400	943	784	795	937	119	186
LdBPK_300032300	319	1087	500	682	1439	1322	1429	1459	388	448
LdBPK_300032400	1357	4670	2225	3041	7091	6052	6918	8400	2146	2890
LdBPK_300032500	9	24	18	21	57	25	40	50	4	7
LdBPK_300032600	260	945	416	608	659	547	704	754	283	368
LdBPK_300032700	352	1232	435	833	945	655	694	841	324	338
LdBPK_300032800	44	159	75	118	341	243	266	332	22	12
LdBPK_300032900	59	237	101	150	235	242	142	218	81	72
LdBPK_300033000	225	733	346	522	986	1030	1017	1175	218	274
LdBPK_300033100	82	243	105	161	230	227	172	231	171	185
LdBPK_300033200	161	489	197	382	585	481	425	483	145	180
LdBPK_300033300	255	752	351	463	811	561	548	629	205	233
LdBPK_300033400	69	185	88	133	258	201	280	282	40	43
LdBPK_300033500	173	615	297	377	868	873	968	1118	165	170
LdBPK_300033600	138	420	190	235	508	416	393	534	121	180
LdBPK_300033700	11	34	24	15	55	26	40	54	5	3
LdBPK_300033800	175	507	231	356	930	787	943	1096	219	282
LdBPK_300033900	259	937	422	642	1084	1044	1249	1357	267	338
LdBPK_300034000	80	201	86	131	280	222	247	256	77	88
LdBPK_300034100	53	149	59	82	124	97	137	135	28	18
LdBPK_300034200	15	30	23	30	58	44	53	45	213	216
LdBPK_300034300	125	333	128	206	541	390	428	490	126	149
LdBPK_300034400	71	216	74	138	344	262	281	354	207	213
LdBPK_300034500	11	45	15	20	63	41	41	46	16	4
LdBPK_300034600	90	297	141	217	495	466	408	470	151	163
LdBPK_300034700	19	43	25	22	100	84	92	93	21	19
LdBPK_300034800	280	838	383	580	682	575	602	737	202	188
LdBPK_300034900	25	34	6	16	45	19	17	42	8	9
LdBPK_300035000	9	13	7	20	20	11	11	14	2	5
LdBPK_300035100	19	44	24	49	70	42	26	45	10	16
LdBPK_300035200	22	50	13	33	80	24	53	49	35	35
LdBPK_300035300	627	1875	806	1197	1176	1129	798	1225	307	362
LdBPK_300035400	1838	6377	2704	4319	6779	6453	5981	6709	387	435
LdBPK_300035500	31	66	31	47	86	72	76	94	130	88
LdBPK_300035600	109	272	127	222	447	375	458	468	112	137
LdBPK_300035700	60	180	89	142	294	302	295	270	57	81
LdBPK_300035800	14	30	10	24	34	38	22	33	13	10
LdBPK_300035900	985	3116	1380	2274	1817	1541	1781	2070	390	261
LdBPK_300036000	231	758	335	496	764	781	860	894	211	277
LdBPK_300036100	15	48	19	37	72	33	51	50	38	29
LdBPK_300036200	53	106	64	89	107	92	119	108	20	24
LdBPK_300036300	127	435	162	277	742	677	585	760	308	313
LdBPK_300036400	31	105	40	83	125	95	130	115	108	110
LdBPK_300036500	60	241	100	135	450	414	525	507	123	123
LdBPK_300036600	8	35	14	15	105	95	141	106	10	3
LdBPK_300036700	19	62	21	46	47	52	77	46	0	1
